agentId;time;posX;posZ;speed;localDensity
375;10,2600;5,7781;1,2766;1,3217;0,1592
371;10,2600;-0,6478;-2,4903;1,5839;0,1592
360;10,2600;6,0589;1,8396;1,3935;0,1592
351;10,2600;1,0411;6,2320;1,3126;0,1592
348;10,2600;-0,4476;-3,9759;1,4310;0,1592
334;10,2600;0,6194;6,1450;1,3058;0,1592
330;10,2600;2,4178;-0,2444;0,4160;0,1592
311;10,2600;-0,5996;2,5243;1,3698;0,1592
290;10,2600;-0,9564;3,0940;1,1133;0,1592
285;10,2600;-0,9384;6,9423;0,9302;0,1592
265;10,2600;5,4082;0,8243;1,1204;0,1592
260;10,2600;-2,1312;-0,3036;1,3774;0,1592
247;10,2600;6,4052;-0,1984;1,0260;0,1592
245;10,2600;-4,1516;1,4144;1,3681;0,1592
244;10,2600;6,4930;0,4225;1,6007;0,1592
216;10,2600;-1,4061;6,3410;1,2052;0,1592
209;10,2600;5,0553;-0,4892;1,2522;0,1592
200;10,2600;-1,2180;2,4754;0,9489;0,1592
170;10,2600;-0,3956;5,8072;1,2264;0,1592
168;10,2600;2,2101;0,3548;1,0232;0,1592
161;10,2600;3,0013;1,9221;1,2652;0,1592
152;10,2600;-0,3448;1,3016;0,2682;0,1592
151;10,2600;-0,6355;0,4898;0,7521;0,1592
140;10,2600;-0,9210;1,3169;1,0319;0,1592
128;10,2600;-0,6198;-0,2052;0,9467;0,1592
116;10,2600;1,2958;3,3345;1,2505;0,1592
109;10,2600;-3,4628;0,7506;1,8251;0,1592
107;10,2600;1,6738;1,5036;0,8001;0,1592
86;10,2600;-1,4609;1,2014;0,9666;0,1592
71;10,2600;0,6830;2,2632;1,4272;0,1592
64;10,2600;0,7230;0,6386;1,2640;0,1592
44;10,2600;-1,4318;-1,7752;1,6854;0,1592
7;10,2600;2,9380;-0,5679;1,1234;0,1592
5;10,2600;0,7505;-0,4036;1,2740;0,1592
611;10,7600;0,1621;4,2326;1,3758;0,1194
587;10,7600;-0,7772;0,9064;0,8247;0,1194
581;10,7600;3,0851;-0,0961;1,3283;0,1194
571;10,7600;1,5402;0,8931;0,6528;0,1194
570;10,7600;3,1032;0,2810;1,2160;0,1194
559;10,7600;0,3248;0,9997;2,2830;0,1194
558;10,7600;2,2596;1,4249;0,9665;0,1194
555;10,7600;1,1828;-0,8195;1,6499;0,1194
553;10,7600;6,2248;2,3896;1,6045;0,1194
551;10,7600;4,2817;1,6420;1,0762;0,1194
548;10,7600;1,0908;2,1434;0,8199;0,1194
524;10,7600;4,4928;0,1319;1,2849;0,1194
517;10,7600;1,7498;1,8184;0,7866;0,1194
513;10,7600;-0,9778;5,1771;1,4102;0,1194
511;10,7600;0,4545;2,7321;1,4513;0,1194
504;10,7600;4,2956;2,1513;1,2929;0,1194
489;10,7600;-0,0229;1,8391;1,0142;0,1194
476;10,7600;1,0436;0,2448;1,5920;0,1194
456;10,7600;-2,0704;0,4734;1,4756;0,1194
449;10,7600;-0,2229;2,6401;0,9188;0,1194
443;10,7600;-0,9600;-1,5397;1,7306;0,1194
435;10,7600;6,4622;0,4808;0,7244;0,1194
419;10,7600;2,1775;2,5363;0,7628;0,1194
412;10,7600;3,8601;0,9974;0,9142;0,1194
404;10,7600;5,2981;2,4538;1,3144;0,1194
375;10,7600;5,0677;1,1931;1,1733;0,1194
371;10,7600;-0,5901;-3,2153;1,4866;0,1194
360;10,7600;5,4223;1,8522;1,2346;0,1194
351;10,7600;1,0274;5,6557;1,0838;0,1194
334;10,7600;0,5354;5,4844;1,3517;0,1194
330;10,7600;1,9406;-0,2160;0,8640;0,1194
311;10,7600;-0,6002;1,9182;1,1422;0,1194
290;10,7600;-1,0104;2,6329;1,0245;0,1194
285;10,7600;-0,9145;6,3395;1,1530;0,1194
265;10,7600;4,8058;0,7749;0,8072;0,1194
260;10,7600;-2,9261;-0,2332;1,5450;0,1194
247;10,7600;5,7263;-0,3004;0,9627;0,1194
245;10,7600;-4,9205;1,4614;1,5533;0,1194
244;10,7600;5,9514;0,4421;1,0576;0,1194
216;10,7600;-1,4252;5,7548;1,1867;0,1194
209;10,7600;4,4048;-0,4245;1,2809;0,1194
200;10,7600;-1,2470;2,0454;0,7422;0,1194
179;10,7600;1,3810;6,6950;1,2995;0,1194
170;10,7600;-0,5146;5,2661;1,3543;0,1194
168;10,7600;1,7697;0,2734;0,7814;0,1194
165;10,7600;-0,1964;6,3254;1,1472;0,1194
161;10,7600;2,4576;1,8438;1,0339;0,1194
152;10,7600;-0,1643;0,9706;0,7854;0,1194
151;10,7600;-0,9491;0,6085;0,7424;0,1194
140;10,7600;-1,4812;1,4758;1,2801;0,1194
128;10,7600;-1,1949;-0,3419;1,4124;0,1194
116;10,7600;1,2162;2,7716;0,9633;0,1194
109;10,7600;-4,4154;0,7530;1,8584;0,1194
107;10,7600;1,2590;1,5202;0,8040;0,1194
86;10,7600;-1,4502;0,6156;1,3038;0,1194
71;10,7600;0,6418;1,5884;1,1495;0,1194
64;10,7600;0,6085;-0,0351;1,4358;0,1194
63;10,7600;0,3698;6,4942;1,2574;0,1194
60;10,7600;6,2704;1,0750;1,4432;0,1194
57;10,7600;-0,6777;6,7608;1,1909;0,1194
44;10,7600;-1,2248;-2,5138;1,7155;0,1194
27;10,7600;6,3912;1,9363;0,8259;0,1194
7;10,7600;2,4810;-0,5704;0,8128;0,1194
5;10,7600;0,1254;-0,4371;1,1719;0,1194
611;11,2600;0,1379;3,6465;1,1706;0,1194
587;11,2600;-1,2434;1,0925;1,1131;0,1194
